src_id,dst_id,edge_id,start_time,end_time,label,probability
3464,68710,65,1494661729,1494757888,1,0.9984702467918396
3465,3005,35,1494614518,1494809125,1,0.9788594245910645
3524,9571,33,1494584777,1494760397,1,0.9939529299736024
3524,45285,237,1497001389,1497134646,0,0.9997816681861876
3524,22690,33,1494602931,1494776677,0,0.9348450899124146
3524,28905,147,1494622929,1494787019,1,0.9995933175086976
3524,20816,151,1495294540,1495444197,0,0.996976375579834
3524,28905,153,1494846354,1494982253,0,0.9996544122695924
3524,60642,237,1494652477,1494811999,0,0.999658465385437
3524,49214,151,1494584244,1494787527,1,0.9983731508255004
3524,52915,33,1494626674,1494813851,1,0.8950148224830627
3524,51720,33,1495167345,1495307643,0,0.9813427329063416
3524,60642,198,1496499914,1496678703,0,0.9976015686988832
3623,28905,238,1494609484,1494769189,1,0.9998162388801576
3623,43602,105,1494993828,1495108779,0,0.931149125099182
3623,66652,105,1494627928,1494836810,0,0.988647997379303
3633,10722,74,1494665265,1494822595,1,0.963275671005249
3633,14294,20,1494662668,1494753549,1,0.9999301433563232
3633,19278,237,1494652258,1494832024,1,0.983384132385254
3633,19802,164,1494642411,1494758123,1,0.9680524468421936
3633,62084,93,1498653336,1498837876,0,0.7759533524513245
3633,20190,237,1497628782,1497807755,0,0.9280889630317688
3633,26930,20,1494659454,1494791380,1,0.9876556992530824
3633,28905,8,1498330407,1498508940,0,1.0
3633,28905,20,1494900792,1495113629,0,0.9999994039535522
3633,28905,65,1495204159,1495380367,0,0.9999996423721312
3633,28905,167,1495302596,1495480908,0,0.9998763799667358
3633,28905,209,1498561822,1498740891,0,0.9999922513961792
3633,28905,238,1494641096,1494793307,1,0.999996304512024
3633,60926,151,1494588636,1494792669,0,0.9999948740005492
3648,28905,20,1494619554,1494769390,1,0.9999858140945436
3735,28541,176,1497298301,1497442734,0,0.9740039706230164
3784,20816,20,1497668151,1497841517,0,0.9996658563613892
3784,33004,20,1495001491,1495201919,0,0.997744917869568
3784,29828,74,1497612093,1497763035,0,0.9998668432235718
3784,29834,74,1494648259,1494808988,1,0.999977707862854
3784,29834,151,1494633525,1494769908,1,0.9999953508377076
3944,21233,220,1494581572,1494807372,0,0.4749599695205688
3990,60642,151,1495961872,1496100451,0,0.9999204874038696
3990,39520,151,1494627342,1494759663,1,0.999980330467224
4354,28905,8,1498801565,1498976344,0,0.9999881982803344
4620,47139,198,1494592185,1494836494,0,0.8536370992660522
4620,1355,234,1498349262,1498568791,0,0.9696874618530272
4620,60642,14,1494735882,1494935287,0,0.9999467134475708
4865,16101,65,1494595780,1494789451,0,0.2984330654144287
5061,14294,33,1496060322,1496181767,0,0.9930932521820068
5061,63492,237,1494648520,1494780605,0,0.9986166954040528
5061,28905,71,1496562572,1496699143,0,0.9999483823776244
5061,28905,147,1498431143,1498571927,0,0.9998687505722046
5061,61427,237,1495687739,1495830808,0,0.8995985388755798
5061,29834,151,1494608469,1494781050,1,0.9999105930328368
5061,60642,33,1498227087,1498440480,0,0.9999387264251708
5081,24861,36,1494615802,1494826077,0,0.9937587976455688
5081,28905,112,1496437585,1496592913,0,0.999902844429016
5340,69203,178,1494658420,1494761638,1,0.9932042360305786
5502,2032,198,1498151848,1498359669,0,0.7439248561859131
5502,3784,198,1495395761,1495516477,0,0.9820125102996826
5502,27955,237,1496275354,1496441400,0,0.2299638837575912
5502,28905,33,1494654465,1494789854,1,0.9999983310699464
5502,28905,243,1496530702,1496772753,0,0.9999545812606812
5502,45826,237,1494662407,1494811207,1,0.9996836185455322
5592,7469,242,1498526933,1498672828,0,0.6436783671379089
5592,66652,20,1494594468,1494772207,0,0.9998003840446472
5592,28905,214,1494625734,1494826205,1,0.9986459612846376
5929,28567,242,1494584318,1494757069,1,0.683804452419281
5980,23510,237,1498328823,1498529039,0,0.8279720544815063
6184,28905,237,1494583190,1494833265,1,0.9999773502349854
6184,28905,238,1494587557,1494818053,1,0.999870777130127
6262,36463,204,1494592778,1494790452,1,0.9965959191322328
6262,64560,204,1494640833,1494783770,1,0.988009750843048
6366,1280,8,1494633383,1494772104,0,0.9636223316192628
6486,8540,108,1494645865,1494813891,1,0.9969671368598938
6486,28905,178,1495667866,1495893945,0,0.999997615814209
6486,33808,74,1494593795,1494771769,1,0.9999545812606812
6486,33808,158,1494657224,1494790211,1,0.999561607837677
6685,28905,11,1494663556,1494832051,1,0.9997435212135316
6746,67443,220,1494625808,1494827449,0,0.9975312948226928
6746,56887,78,1494648247,1494823992,1,0.924026370048523
6875,28905,33,1496522077,1496723463,0,0.9999903440475464
6875,7230,64,1494628166,1494801781,0,0.9443917870521544
6875,66652,151,1494589209,1494816435,0,1.0
7088,11587,69,1494622451,1494776480,1,0.9986427426338196
7088,28905,69,1494637157,1494813697,0,0.999994158744812
7133,26464,74,1494607785,1494827018,1,0.9957690238952636
7133,28905,65,1494648620,1494778840,1,0.99973326921463
7465,45285,20,1494579656,1494754754,0,0.9877691864967346
7466,28905,69,1494963538,1495120610,0,0.9999899864196776
7466,23185,198,1494639228,1494813840,0,0.9987527132034302
7532,45285,198,1494613172,1494769069,1,0.9999595880508424
7532,59188,198,1494641254,1494772316,1,0.8773079514503479
7630,7466,74,1498394993,1498526228,0,0.9736363291740416
7685,30706,65,1498399833,1498509053,0,0.479216605424881
7812,28905,151,1494581741,1494787771,0,0.9999997615814208
8321,28905,74,1494865639,1495038940,0,0.9999954700469972
8540,28905,204,1494604588,1494769217,1,0.9997308850288392
8540,29952,74,1494595083,1494836370,1,0.9835244417190552
8540,9346,238,1498529065,1498764274,0,0.9992351531982422
8540,61213,164,1494597819,1494756766,1,0.9970158338546752
9346,2829,69,1495789683,1495905001,0,0.9693408608436584
9346,20094,69,1494659557,1494765773,1,0.9927905797958374
9346,25442,34,1497256655,1497393896,0,0.0933978781104087
9346,28905,34,1494639291,1494834890,1,0.9999513626098632
9346,28905,99,1496044116,1496248438,0,0.999975085258484
9346,28905,142,1494608839,1494788340,1,0.9992356300354004
9346,53574,144,1494597919,1494782589,0,0.9629705548286438
9346,45285,34,1497773834,1497923667,0,0.9998773336410522
9346,51207,69,1498355801,1498502012,0,0.988561749458313
9571,3524,33,1494609104,1494798658,1,0.3722555637359619
9571,23185,64,1494627963,1494765723,1,0.99953031539917
9571,68924,74,1497536323,1497716730,0,0.8068287372589111
9571,60642,33,1495912286,1496082646,0,0.9999735355377196
9571,68927,33,1494642952,1494757031,0,0.7268041968345642
9683,28905,220,1495667988,1495798576,0,0.9999715089797974
9683,23185,35,1494583258,1494776086,0,0.9996579885482788
9683,60168,151,1494605627,1494777884,1,0.9986741542816162
9683,64055,151,1494602859,1494815270,1,0.0375488027930259
9683,64950,220,1495482577,1495676959,0,0.9942441582679749
9892,27495,33,1498435660,1498676169,0,0.1388740539550781
9892,21066,33,1494631825,1494806851,0,0.9570788145065308
9892,28905,90,1496848308,1496970157,0,0.9999589920043944
9892,28905,93,1495289527,1495454098,0,0.9999852180480956
9892,42150,104,1498334679,1498428875,0,0.5512888431549072
9892,36228,147,1497291475,1497484014,0,0.3988047838211059
9892,28905,164,1494611113,1494812853,1,0.9997712969779968
9892,32403,237,1494655621,1494774999,0,0.0051498878747224
9892,30931,20,1494655569,1494790931,1,0.9999610185623168
9892,45285,147,1496293966,1496413894,0,0.999953269958496
9892,60238,139,1496421053,1496617061,0,0.95855051279068
9892,38113,139,1495110759,1495252491,0,0.865684449672699
9892,39865,238,1494591031,1494808317,1,0.5600472092628479
9892,41292,8,1494614587,1494782139,0,0.99820876121521
9892,11587,8,1494625089,1494778729,0,0.9999555349349976
9892,9892,139,1495603958,1495791756,0,0.9996620416641236
9892,48775,238,1494589742,1494781561,1,0.9997705817222596
9892,52584,8,1497406491,1497632725,0,0.9966961145401
9892,19195,151,1494583631,1494768986,0,0.3119105100631714
9892,45285,238,1497450249,1497598831,0,0.9999682903289796
9892,58816,116,1494656185,1494812431,1,0.9671455025672911
9892,59296,65,1494950982,1495115670,0,0.9272953867912292
9892,50107,74,1494652236,1494752666,0,0.5671565532684326
9892,61598,20,1494588330,1494768271,1,0.995255410671234
9892,61598,147,1494580466,1494829070,1,0.9954317808151244
9892,64560,131,1494654848,1494807657,1,0.9991771578788756
10100,3990,8,1497158402,1497351804,0,0.9882773756980896
10100,28338,166,1495990490,1496198727,0,0.7777897715568542
10100,39520,65,1496599818,1496763826,0,0.9999232292175292
10108,60642,90,1494611392,1494777603,0,0.9947986602783204
10151,28905,71,1494596280,1494757495,1,0.9999988079071044
10151,28905,204,1494617991,1494778823,1,0.9999078512191772
10151,48382,8,1494655363,1494825298,1,0.9996047616004944
10151,48382,198,1494587963,1494813102,1,0.9999611377716064
10270,14294,237,1494649938,1494824083,0,0.9950199127197266
10456,28905,71,1497196496,1497420131,0,0.999948501586914
10456,28905,74,1494586097,1494794789,1,0.9999994039535522
10456,28905,90,1495226750,1495359924,0,0.999869465827942
10649,28505,151,1494657789,1494815664,1,0.8992477059364319
10649,28905,149,1494652367,1494757956,1,0.9999396800994872
10649,42589,151,1494598422,1494810212,1,0.996911883354187
10704,64560,8,1496207051,1496447919,0,0.9998726844787598
10704,28905,99,1494590263,1494827318,1,0.9998966455459596
10704,28905,151,1494649779,1494778494,1,0.9999979734420776
10704,66282,242,1494654163,1494797948,1,0.8787674903869629
10982,34885,147,1494615975,1494756852,1,0.9941321015357972
11046,60442,139,1498560924,1498726399,0,0.7454614639282227
11046,61419,8,1496302771,1496541918,0,0.9845085144042968
11112,21685,74,1494586027,1494781884,1,0.9936612844467164
11513,3337,158,1494611990,1494794944,0,0.0074533270671963
11587,27718,139,1494633841,1494762572,1,0.9930318593978882
11587,28905,69,1494613454,1494756088,1,0.9999966621398926
11587,30522,74,1494651590,1494778866,0,0.9955162405967712
11587,28905,116,1494621049,1494764981,1,0.999958038330078
11587,45285,8,1496287193,1496443220,0,0.9999990463256836
11587,45285,116,1494621652,1494830843,1,0.999994158744812
11587,52584,93,1494649676,1494831318,1,0.98698490858078
11660,28905,220,1496025956,1496243726,0,0.9996377229690552
11662,66270,167,1494616721,1494797851,1,0.9673567414283752
11662,66270,198,1497097965,1497307209,0,0.9816286563873292
11754,26529,69,1495394639,1495570203,0,0.022294919937849
11754,19281,151,1498466333,1498630734,0,0.8810698390007019
11754,41944,151,1494592014,1494806094,1,0.0741084665060043
11754,55938,151,1497408056,1497586549,0,0.9999306201934814
11754,49214,108,1494600671,1494781972,1,0.9762306213378906
11793,28905,144,1494612302,1494809656,1,0.9998078942298888
11861,45285,15,1494588892,1494828486,0,0.9999914169311525
11861,17455,46,1494613500,1494808847,0,0.9952490329742432
11861,28905,234,1494649487,1494784534,1,0.9999579191207886
11861,55504,238,1494594938,1494813926,0,0.9975693821907043
11861,12313,65,1496627220,1496786317,0,0.7969904541969299
11861,2954,164,1494615262,1494798394,0,0.0844561159610748
12313,12323,198,1494613868,1494785039,1,0.985161066055298
12313,45285,198,1494605090,1494832712,1,0.9999622106552124
12323,52821,65,1494657295,1494755313,1,0.9859456419944764
12323,52821,242,1494650875,1494826696,1,0.9842010140419006
12565,62334,74,1494607188,1494778263,1,0.4053322970867157
12713,3524,74,1494616478,1494783486,1,0.6225601434707642
12713,5061,74,1494632126,1494832449,1,0.976738452911377
12713,12713,237,1494620967,1494785253,1,0.9998903274536132
12713,23185,147,1494587813,1494771674,1,0.9999945163726808
12713,28905,17,1494602216,1494816418,1,0.9993207454681396
12713,28905,147,1494627769,1494766417,1,0.9999316930770874
12713,30055,14,1494636750,1494796097,1,0.9996026158332824
12713,56226,71,1496903698,1497079113,0,0.9932838678359984
12713,29828,178,1495684087,1495873092,0,0.9997175335884094
12713,28905,198,1494825388,1494982241,0,0.9999572038650512
12713,60642,85,1494580787,1494811502,1,0.9998717308044434
12748,49081,243,1497788590,1497961378,0,0.984403133392334
12748,33808,243,1494987376,1495195757,0,0.9937611222267152
12748,39520,243,1494606407,1494825620,1,0.9992437362670898
12748,45285,243,1497302732,1497536576,0,0.9999725818634032
12748,28905,243,1495680991,1495852514,0,0.9999387264251708
12752,21657,198,1496337155,1496554885,0,0.6748781800270081
12885,49214,71,1494603135,1494773618,1,0.9890311360359192
12929,29821,8,1494646681,1494822648,1,0.9685335159301758
12985,28905,33,1494783815,1494902612,0,0.9999986886978148
12985,46674,33,1495084572,1495261833,0,0.7499659061431885
13254,12752,111,1494621126,1494834120,0,0.9414761662483216
13254,45826,151,1494633699,1494767708,1,0.9999557733535768
13254,47225,71,1494585416,1494822116,1,0.9821734428405762
13436,28905,69,1494591806,1494833035,1,0.9999364614486694
13436,28905,198,1494594037,1494758796,0,0.999914050102234
13465,8540,108,1494647283,1494794273,1,0.9939390420913696
13465,8540,178,1495669122,1495880435,0,0.9917650818824768
13465,45285,74,1498282142,1498446621,0,0.999996781349182
13687,28905,20,1495666607,1495880401,0,0.9999986886978148
13804,29435,74,1494594767,1494813006,0,0.8573302030563354
13804,46412,74,1496084448,1496245604,0,0.9943260550498962
13984,55049,74,1494641998,1494828387,0,0.0562992133200168
13984,45285,116,1496929323,1497127862,0,0.9999924898147584
13984,28905,74,1497825208,1498000609,0,0.999996542930603
13984,60926,198,1496415668,1496588060,0,0.9963880777359008
14294,29828,114,1496464043,1496625848,0,0.998653531074524
14294,28905,20,1495063309,1495283529,0,0.9999996423721312
14294,28905,33,1498340109,1498451091,0,0.9999998807907104
14294,28905,242,1496487644,1496689002,0,0.9999955892562866
14294,28905,114,1496685429,1496919625,0,0.999880313873291
14294,41346,74,1494654945,1494752846,1,0.999398946762085
14294,56226,242,1494658816,1494834011,0,0.9987305998802184
14523,42806,71,1494629267,1494795032,0,0.893502414226532
14676,28905,20,1494586784,1494814363,0,0.999957799911499
14676,45525,74,1495679982,1495913979,0,0.95450097322464
14676,45285,74,1494624393,1494826517,1,0.999980330467224
14704,11660,69,1494618307,1494753431,1,0.9685415625572203
14859,11861,158,1495380562,1495534718,0,0.6007431745529175
14946,24137,20,1494585474,1494802214,0,0.9922235608100892
14946,37480,234,1496717912,1496911851,0,0.6892461776733398
14993,28905,74,1494645323,1494783926,1,0.9998639822006226
15126,68710,111,1494587533,1494783177,1,0.9699832201004028
15126,68710,242,1494648544,1494825620,1,0.9930732846260072
15800,28905,237,1494659622,1494798044,1,0.9996449947357178
16526,28905,69,1498447809,1498646400,0,0.9997015595436096
16660,15596,176,1494620875,1494809265,0,0.3597497642040252
16660,4620,198,1494592623,1494776423,0,0.9944990277290344
16833,26464,147,1494625891,1494767012,1,0.9937615990638732
16987,28905,74,1494637985,1494806902,1,0.9990474581718444
17010,28601,139,1496460526,1496606819,0,0.7864013910293579
17010,45285,8,1494612983,1494804181,1,0.9998918771743774
17212,28905,33,1494641387,1494810552,1,0.9999974966049194
17212,28905,197,1494585864,1494805240,1,0.9999269247055054
17349,22737,178,1494650739,1494830363,1,0.9988327622413636
17349,22737,237,1498323818,1498549623,0,0.9963233470916748
17371,61807,85,1494599170,1494780900,1,0.9991270899772644
17371,69474,198,1494664663,1494785557,0,0.9941468238830566
17455,3824,65,1494660312,1494784290,0,0.4202086329460144
17455,1584,198,1496932804,1497113056,0,0.9694824814796448
17455,20686,65,1494640144,1494828945,1,0.9998900890350342
17455,49194,33,1494654075,1494813725,1,0.9778268337249756
17455,52821,150,1494591341,1494803666,1,0.9930415153503418
17455,61741,33,1497235407,1497461146,0,0.9801291823387146
17455,61741,93,1494603928,1494762787,1,0.9883269667625428
17651,28905,29,1495729142,1495917660,0,0.999603807926178
17884,9048,74,1498312870,1498494398,0,0.9941366910934448
17992,30108,209,1494648246,1494823729,1,0.6741114854812622
18241,45285,74,1498728887,1498971323,0,0.9930354952812196
18337,55656,29,1496130528,1496295031,0,0.9335660338401794
18397,51720,33,1497684637,1497826171,0,0.9821813106536864
18397,20686,71,1496152353,1496292027,0,0.9998925924301147
18397,28905,116,1494624960,1494789172,0,0.9999603033065796
18397,9683,33,1494893931,1495027343,0,0.9407273530960084
18656,67443,143,1494581691,1494793950,0,0.9800934195518494
18688,28905,8,1496851376,1497043797,0,0.9998571872711182
18802,67469,8,1494599059,1494807174,0,0.329466849565506
18802,1296,71,1494614554,1494761601,0,0.0560488179326057
18933,28905,8,1498215082,1498360012,0,0.9999994039535522
18933,28905,71,1494622713,1494777982,1,0.9999935626983644
18933,28905,115,1494650067,1494767273,1,0.9999200105667114
18933,45915,237,1496998899,1497139089,0,0.9999902248382568
18933,45285,20,1496031895,1496191934,0,0.999963879585266
18933,61907,101,1494634091,1494777448,1,0.9982845187187196
18938,3944,220,1494617243,1494774098,1,0.0231407154351472
18938,6486,74,1494617207,1494785238,1,0.9999295473098756
18938,19281,220,1496442079,1496597944,0,0.7068513631820679
18938,28905,11,1497153884,1497371964,0,0.9999592304229736
18938,28905,31,1494584887,1494801109,1,0.9999147653579712
18938,62568,220,1494600695,1494801058,0,0.9757754802703856
18938,30931,236,1498385460,1498604370,0,0.9997716546058656
18938,35093,69,1494658731,1494815988,1,0.9942564368247986
18938,36958,220,1494635128,1494774638,1,0.9528684616088868
18938,22840,74,1494605739,1494817325,0,0.9915229082107544
18938,57185,198,1494626827,1494759354,1,0.9972999691963196
18972,20914,69,1494618820,1494755602,1,0.0845003500580787
18972,28905,78,1494610411,1494824481,0,0.9999289512634276
18972,62299,78,1496842940,1497023376,0,0.9997671246528624
19121,28905,90,1494631100,1494820856,1,0.9993045330047609
19259,28905,234,1494614364,1494784579,0,0.9996153116226196
19278,3633,237,1494648682,1494789405,1,0.99769127368927
19281,64051,8,1494623601,1494837951,0,0.8640056252479553
19281,26210,197,1494612356,1494826570,0,0.0897232070565223
19281,45285,220,1494635711,1494838618,1,0.999875783920288
19362,60642,237,1494665881,1494799175,0,0.9998815059661864
19362,54841,237,1494654465,1494786491,1,0.6721038818359375
19434,28905,242,1494584369,1494770990,0,0.9998873472213744
19434,64950,242,1494636422,1494767596,1,0.9904457330703736
19681,64950,35,1495916124,1496086857,0,0.9874634742736816
19804,5061,74,1494662938,1494774307,1,0.9924920201301576
19804,28905,20,1494596370,1494830054,1,0.999997854232788
19804,41302,151,1494632002,1494790805,1,0.999829649925232
19804,49411,151,1495266701,1495396150,0,0.9990938901901244
19975,24252,78,1494620886,1494755617,1,0.9992959499359132
20137,53096,8,1494647202,1494806353,1,0.9999046325683594
20190,3633,237,1494609766,1494824681,1,0.9980962872505188
20258,6685,20,1494622097,1494770776,1,0.930861234664917
20433,14669,69,1494609097,1494774235,0,0.8902229070663452
20686,18332,116,1494601921,1494808531,1,0.0586041919887065
20686,49411,34,1494598216,1494777106,0,0.9899319410324096
20686,28905,90,1494615285,1494828997,1,0.9999390840530396
20686,28905,93,1494637184,1494762694,1,0.999990940093994
20686,25205,164,1494736114,1494981349,0,0.972140908241272
20686,33634,64,1494607104,1494815846,1,0.9984140396118164
20686,36463,198,1496506827,1496668852,0,0.9990703463554382
20686,28905,34,1494632275,1494791811,0,0.99987530708313
20686,45285,90,1494662253,1494833434,1,0.9999953508377076
20816,106,242,1497600315,1497737441,0,0.9989972710609436
20816,28905,242,1494663141,1494759413,0,0.999998927116394
20816,11112,74,1498072623,1498259595,0,0.8036078214645386
20816,61356,8,1496365075,1496523551,0,0.9999504089355468
20816,45285,20,1496030823,1496223217,0,0.9999972581863404
20816,39520,29,1494619393,1494787039,0,0.999477207660675
20816,28905,48,1494617853,1494787682,0,0.9999314546585084
20816,38734,65,1496977324,1497130134,0,0.794847309589386
20816,28905,171,1495029379,1495199230,0,0.9999942779541016
20816,24264,209,1494600278,1494812558,0,0.8886476159095764
20816,28905,213,1494589709,1494807033,1,0.9999260902404784
20816,3648,237,1494616191,1494768470,0,0.9999635219573976
20816,33004,176,1496625573,1496740075,0,0.9994480013847352
20816,42148,33,1498221527,1498445124,0,0.7664320468902588
20816,43686,242,1494636558,1494778440,1,0.0138429775834083
20816,11750,8,1494652629,1494781649,0,0.0636703073978424
20816,45826,14,1494795683,1494987241,0,0.9990777969360352
20816,45826,65,1495764217,1495901511,0,0.999902606010437
20816,28905,20,1498304177,1498415131,0,0.9999998807907104
20816,56993,238,1494607744,1494822755,1,0.932608962059021
20816,49214,74,1495330886,1495469502,0,0.970940113067627
20816,65881,33,1498487814,1498666424,0,0.9994326233863832
20816,69788,85,1494655980,1494766652,1,0.9993078708648682
20842,64595,8,1494657489,1494795524,1,0.9929961562156676
21066,28905,64,1494590988,1494812867,1,0.9999583959579468
21145,45285,8,1494595467,1494833065,0,0.91741544008255
21233,45285,237,1497951146,1498201363,0,0.9999440908432008
21329,23185,17,1494656472,1494753670,1,0.990045130252838
21329,25365,17,1498898596,1499021233,0,0.9723827838897704
21329,55504,8,1494712905,1494874451,0,0.997342050075531
21401,28905,237,1497474444,1497611482,0,0.9998915195465088
21483,64044,74,1494604806,1494770112,1,0.4747256934642792
21713,28905,74,1494594385,1494778028,0,0.9999946355819702
21713,55938,8,1494647582,1494777611,1,0.9999451637268066
21903,28905,31,1494610079,1494786563,1,0.9997699856758118
21964,64560,151,1496923926,1497054004,0,0.9988021850585938
22181,48607,33,1497185131,1497348813,0,0.1128748655319213
22269,69203,151,1494660731,1494830883,1,0.9990780353546144
22417,45505,197,1494620533,1494759457,0,0.994355082511902
22503,28905,20,1494649302,1494794178,1,0.9999860525131226
22503,9048,151,1498076990,1498244112,0,0.2795120179653168
22575,45342,65,1494649136,1494759612,0,0.9999957084655762
22575,2032,74,1494656256,1494835203,1,0.919874906539917
22575,3784,65,1494608488,1494799772,1,0.9893978834152222
22575,3784,74,1497527175,1497722870,0,0.9746716618537904
22575,8321,167,1494608943,1494764531,0,0.9908819198608398
22575,45915,147,1494617724,1494791585,0,0.9999765157699584
22575,28905,33,1494660304,1494792702,0,0.9999986886978148
22575,59950,147,1498535776,1498754344,0,0.5154451131820679
22647,13465,209,1494664674,1494811785,1,0.9857118725776672
22647,28905,242,1495377925,1495488296,0,0.9995577931404114
22647,28905,242,1494606460,1494838114,0,0.9990185499191284
22647,66869,209,1494596724,1494769113,0,0.6954958438873291
22647,44583,242,1496839167,1496988937,0,0.3389167785644531
22712,39520,159,1494630736,1494758634,1,0.9984305500984192
22712,45285,159,1498137805,1498285639,0,0.9999696016311646
22737,19362,237,1494605219,1494800956,1,0.9304310083389282
22737,28905,65,1495069332,1495311411,0,0.9999998807907104
22737,11334,69,1494657373,1494771988,0,0.8048561811447144
22737,28905,167,1494603554,1494769556,1,0.9999370574951172
22737,60642,85,1494604054,1494808162,1,0.9999916553497314
22762,28905,8,1496863734,1497064495,0,0.9999773502349854
22925,28905,74,1496860052,1497082577,0,0.9999951124191284
23157,28905,176,1496927776,1497132673,0,0.9999191761016846
23157,49022,198,1497623316,1497737561,0,0.9803895354270936
23185,106,74,1494650554,1494793700,1,0.9995118379592896
23185,3005,35,1494609814,1494826834,1,0.9941449761390686
23185,3524,237,1494632241,1494791412,1,0.9627293944358826
23185,5061,71,1494650828,1494835337,1,0.9978491067886353
23185,7465,237,1494616084,1494828734,0,0.9992733597755432
23185,52874,69,1498263126,1498482379,0,0.8338190913200378
23185,9571,65,1494639050,1494789309,1,0.9994988441467284
23185,12713,20,1494658740,1494773684,1,0.9998082518577576
23185,12713,85,1494595736,1494759405,1,0.9998501539230348
23185,12860,198,1494586983,1494772538,1,0.9920834302902222
23185,16660,33,1497210767,1497386498,0,0.9996689558029176
23185,11587,78,1497180721,1497369840,0,0.9945585131645204
23185,21329,20,1497154228,1497346212,0,0.8918957114219666
23185,31855,151,1494611006,1494814261,0,0.991454005241394
23185,49433,178,1494598914,1494817150,0,0.9995003938674928
23185,66307,8,1494661230,1494790320,0,0.9196071028709412
23185,1280,20,1494619707,1494820077,0,0.999085545539856
23185,28905,33,1495920985,1496057880,0,0.9999995231628418
23185,28905,69,1494662634,1494815352,1,0.9999994039535522
23185,2880,111,1497646069,1497817588,0,0.9852317571640016
23185,61907,151,1494633562,1494806187,0,0.999980330467224
23185,28905,209,1496325326,1496508089,0,0.9999946355819702
23185,28905,238,1496778938,1496986170,0,0.9999982118606568
23185,30931,74,1494601896,1494764313,1,0.9999524354934692
23185,22079,158,1497049114,1497200405,0,0.986026644706726
23185,12985,234,1497653795,1497881473,0,0.9564281105995178
23185,59799,74,1494612024,1494812571,0,0.9907243847846984
23185,1948,20,1495425126,1495569636,0,0.997395157814026
